90,81,2015-04-25,2008-04-16
13,85,2003-03-18,2015-06-25
45,92,2004-11-11,2009-09-08
17,28,2011-01-02,2017-06-01
43,85,2004-09-05,2017-02-04
80,10,2003-02-12,2002-01-14
21,78,2010-12-05,2007-01-07
81,68,2018-12-16,2013-03-09
3,83,2016-11-11,2016-02-29
56,62,2017-02-18,2005-01-23
11,58,2015-04-20,2010-04-03
94,89,2014-07-13,2015-01-01
71,52,2001-03-21,2003-04-06
85,66,2007-07-14,2014-02-24
28,79,2007-07-29,2011-12-26
77,60,2010-09-11,2006-06-05
18,36,2011-09-11,2014-07-16
91,72,2018-05-19,2017-10-10
28,87,2011-05-03,2018-05-19
6,33,2007-11-26,2013-10-23
98,33,2008-02-01,2003-02-17
44,16,2016-05-18,2017-07-13
93,58,2013-08-28,2021-07-16
80,15,2003-05-03,2021-06-27
6,12,2006-04-30,2003-08-13
62,58,2012-08-04,2013-07-16
27,46,2002-01-23,2007-12-15
16,17,2010-08-11,2018-09-02
13,85,2014-03-01,2021-05-11
48,97,2018-03-14,2013-09-26
97,34,2009-05-11,2012-01-04
89,50,2003-05-02,2004-05-29
80,10,2014-10-11,2004-10-07
79,56,2018-01-05,2022-03-23
20,32,2011-12-12,2015-02-09
40,97,2013-05-15,2015-12-28
42,63,2011-04-14,2019-10-24
6,88,2006-01-19,2017-06-02
98,22,2001-07-05,2002-07-19
40,70,2009-06-11,2006-07-11
10,66,2014-09-01,2017-10-15
85,29,2016-01-13,2016-06-30
23,88,2006-04-16,2008-08-15
77,49,2002-10-30,2010-03-16
76,76,2007-07-02,2009-04-15
98,15,2015-11-04,2004-06-26
3,7,2003-06-20,2005-12-23
41,86,2005-09-26,2007-06-08
26,73,2007-09-30,2021-07-25
5,36,2006-03-03,2017-10-09
77,5,2017-01-09,2014-11-17
37,45,2013-11-05,2014-04-09
38,49,2007-05-30,2015-06-30
81,64,2014-03-02,2022-04-20
97,31,2017-08-20,2010-01-21
97,70,2002-10-04,2018-06-20
91,40,2008-08-24,2019-06-27
54,78,2017-04-18,2005-02-04
30,36,2012-08-03,2018-04-05
25,29,2018-05-30,2009-07-29
33,47,2007-03-20,2020-10-24
37,71,2012-11-03,2023-09-24
54,83,2005-10-20,2023-05-31
36,32,2017-03-10,2023-06-29
21,29,2002-11-03,2005-04-25
38,39,2006-12-21,2020-08-21
66,33,2014-12-09,2015-05-20
64,45,2010-06-14,2010-11-30
96,74,2003-11-29,2014-01-11
30,76,2013-08-16,2022-08-10
26,69,2012-01-09,2011-07-04
37,18,2014-05-15,2003-04-09
64,7,2017-08-23,2011-04-05
76,51,2011-12-04,2021-08-17
48,46,2005-01-13,2003-04-14
38,91,2003-08-04,2007-08-15
25,87,2005-07-24,2014-12-09
26,97,2002-07-08,2015-05-18
98,97,2008-08-09,2011-11-18
29,100,2012-06-10,2006-11-18
72,99,2016-06-13,2019-01-07
12,89,2016-12-21,2009-01-09
42,93,2012-06-25,2020-12-03
80,47,2002-03-28,2015-11-30
87,91,2012-04-08,2013-04-21
58,98,2010-08-13,2018-08-18
62,86,2007-04-29,2022-09-25
64,83,2002-08-31,2009-03-09
68,12,2008-11-08,2005-10-11
91,18,2018-07-18,2017-12-26
72,92,2010-01-11,2015-01-31
89,88,2017-04-23,2014-05-15
93,32,2009-06-29,2012-05-26
17,45,2001-07-19,2021-02-16
50,21,2014-07-04,2013-10-17
17,96,2016-02-24,2004-03-15
11,8,2004-03-18,2024-10-29
25,44,2005-03-11,2022-06-01
22,89,2016-04-17,2010-10-30
64,50,2005-02-10,2017-03-24
70,82,2012-01-06,2015-07-04
77,19,2008-01-03,2019-06-19
30,2,2005-07-18,2012-08-21
89,6,2006-05-22,2023-08-27
47,61,2016-01-08,2010-04-15
66,19,2002-11-21,2011-02-27
26,50,2004-10-18,2013-09-10
21,73,2013-10-17,2006-01-27
89,31,2017-07-17,2015-05-06
83,61,2016-03-29,2005-12-17
94,63,2017-05-13,2015-05-18
80,83,2010-03-25,2015-05-17
35,53,2008-12-15,2014-12-20
56,53,2016-03-10,2002-09-28
65,85,2001-05-02,2007-10-02
17,95,2016-06-23,2020-12-02
82,78,2006-10-04,2003-10-07
87,39,2015-07-03,2023-04-19
20,72,2008-06-07,2020-10-29
45,6,2013-08-12,2004-02-29
83,13,2017-03-16,2002-03-04
89,37,2008-11-01,2002-06-02
11,5,2015-04-17,2017-05-09
88,95,2010-03-30,2008-06-22
6,86,2007-03-11,2014-07-14
77,53,2008-02-19,2017-02-26
25,45,2014-03-13,2010-10-19
3,82,2011-05-27,2013-04-05
36,44,2018-02-11,2019-03-16
87,43,2004-06-07,2007-05-26
15,76,2007-08-04,2017-10-23
81,4,2012-07-08,2002-08-28
32,92,2009-06-30,2021-10-15
60,25,2009-06-02,2013-06-03
8,92,2015-01-27,2023-08-26
6,65,2008-05-16,2002-02-24
35,68,2014-05-10,2022-09-24
61,31,2005-04-29,2003-04-30
75,86,2013-03-02,2014-02-24
61,56,2018-09-23,2004-09-08
76,54,2015-03-14,2002-02-21
27,67,2015-03-10,2015-03-09
26,84,2008-03-18,2019-04-17
34,63,2018-03-15,2023-10-26
30,67,2011-02-26,2006-09-08
29,55,2012-10-01,2021-01-16
95,72,2006-07-18,2005-10-04
3,81,2002-11-06,2020-05-27
18,9,2008-11-23,2002-05-16
96,71,2011-08-09,2002-08-18
19,57,2004-12-21,2004-08-24
20,65,2003-05-26,2019-01-14
37,27,2010-12-28,2012-05-24
25,44,2016-08-05,2017-09-11
72,59,2018-12-14,2014-03-14
76,85,2009-06-16,2019-12-29
74,71,2003-04-18,2016-03-13
63,87,2012-11-10,2019-09-19
38,65,2010-11-23,2023-04-10
61,88,2017-03-01,2009-05-17
2,44,2012-08-17,2024-10-06
87,11,2007-02-20,2003-02-15
99,9,2008-02-17,2018-07-06
17,10,2006-08-07,2011-01-13
21,28,2013-08-04,2005-11-23
7,59,2012-10-26,2008-04-25
50,94,2006-02-03,2014-11-24
79,77,2002-03-28,2008-06-12
42,21,2015-03-12,2010-12-21
33,79,2003-02-02,2010-12-21
92,8,2004-07-21,2022-04-17
84,95,2014-08-19,2020-01-22
57,1,2010-02-05,2007-04-17
57,35,2013-01-21,2022-03-19
99,44,2014-08-06,2011-12-31
97,20,2013-12-04,2017-06-14
55,68,2012-09-19,2020-01-06
83,93,2005-06-06,2016-08-15
95,71,2012-03-21,2008-10-30
63,9,2009-08-19,2005-07-31
60,45,2014-04-07,2004-04-09
35,9,2009-03-19,2023-09-18
26,75,2003-07-23,2013-05-08
53,44,2007-09-27,2018-07-01
